DVC Code,Company Name,Business Nature,business Sector,Business Industry,Listed,Legal status,User Key,User Name,Firm Key,Firm Name,Service Category,Service Name,Document Date,Document,Reference Law
2111041204CC187014,FAR EAST KNITTING & DYEING INDUSTRIES LTD,Garments,Textiles,Garments,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Corporate Governance Certification,10/17/2021,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993"
2111041772AS838927,DULAMIA COTTON SPINNING MILLS LTD.,Spinning,Textiles,Spinning,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111080178AS453457,PARAMOUNT TEXTILE LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,178,Chitta Ranjan Mazumder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110310105AS414860,SQUARE PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,105,Howlader Mahfel Huq FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,7/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111031204AS114467,ALLTEX INDUSTRIES LIMITED,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111080695AS390068,ORION INFUSION LTD,Infusion,Medicine & Healthcare,Infusion,Y,Public Limited Company,695,Abu  Sharf Manjurul Hoque FCA,F-0044,FAMES & R,Audit,Statutory Audit,6/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111010471AS414499,RANGPUR FOUNDRY LIMITED ,Others,Other Manufacturing,Others,Y,Public Limited Company,471,Md Enamul Haque Choudhury FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111020137AS356872,KDS ACCESSORIES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,11/2/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111141591AS144102,AFC AGRO BIOTECH LIMITED,Others,Chemical,Others,Y,Public Limited Company,1591,Faruk  Ahmed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,10/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111211046AS595266,KATTALI TEXTILE LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,11/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111221363AS136149,GQ BALL PEN INDUSTRIES LIMITED,Plastic,Other Manufacturing,Plastic,Y,Public Limited Company,1363,Tarek  Rashid FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,11/13/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110310331AS208606,CVO PETROCHEMICAL REFINERY LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,331,Md Amirul Islam FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110280165AS574771,MEGHNA CONDENSED MILK INDUSTRIES LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110310950AS736974,MATIN SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,950,Mohammad Motaleb Hossain FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111041546AS383566,BENGAL WINDSOR THERMOPLASTICS LIMITED,Others,Textiles,Others,Y,Public Limited Company,1546,Abu  Nasser FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111210199AS316718,FU-WANG FOODS LIMITED,Bakery,Food & Allied,Bakery,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/14/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111101204AS940362,SAFKO SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111010599AS164039,SILVA PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,599,Bhudhar  Chakraborty FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,11/1/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110310247AS614464,BARAKA PATENGA POWER LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111010950AS850379,KHULNA POWER COMPANY LTD.,Others,Other Manufacturing,Others,Y,Public Limited Company,950,Mohammad Motaleb Hossain FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111080392AS236464,SINOBANGLA INDUSTRIES LTD.,Plastic,Other Manufacturing,Plastic,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111021046AS105268,BANGAS LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,11/2/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110311046AS456671,LUB-REFF(BANGLADESH) LIMITED,Others,Chemical,Others,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111040407AS546851,AFTAB AUTOMOBILES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,407,AKM Aminul Hoque FCA,F-0004,A Hoque & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111040268AS806583,OLYMPIC ACCESSORIES LTD.,Others,Other Manufacturing,Others,Y,Public Limited Company,268,AFM  Alamgir FCA,F-0025,ARTISAN,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111040625AS281365,ARAMIT LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,625,Sampad Kumar Basak FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,11/4/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111111522AS787188,MEGHNA CEMENT MILLS LTD.,Cements,Cements,Cements,Y,Public Limited Company,1522,Md. Abdus Satter Sarkar FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111141522AS712158,ESQUIRE KNIT COMPOSITE LTD.,Garments,Textiles,Garments,Y,Public Limited Company,1522,Md. Abdus Satter Sarkar FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111220458AS689595,EVINCE TEXTILES LIMITED,Weaving,Textiles,Weaving,Y,Public Limited Company,458,AKM Mohitul Haq FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110280247AS309325,RAHIM TEXTILE MILLS LIMITED,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111010247AS450057,SAVAR REFRACTORIES LIMITED,Bricks,Glass & Ceramics,Bricks,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,Others
2111011772AS848450,AL-HAJ TEXTILE MILLS LTD.,Spinning,Textiles,Spinning,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111030392AS741135,JMI SYRINGES AND MEDICAL DEVICES LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110280165AS662651,MEGHNA PET INDUSTRIES LIMITED,Edible Oil,Food & Allied,Edible Oil,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111021885AS449198,SAIHAM TEXTILE MILLS LTD.,Spinning,Textiles,Spinning,Y,Public Limited Company,1885,Md. Tanjilur Rahman FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111111032AS726184,GOLDEN SON LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,6/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111130535AS661376,GOLDEN HARVEST AGRO INDUSTRIES LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111020527AS468471,OLYMPIC INDUSTRIES LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,527,Kamrul  Abedin FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111021772AS233080,JUTE SPINNERS LIMITED,Twine & sack ,Jute,Twine & sack ,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111070527AS991398,AGRICULTURAL MARKETING CO. LTD. ,Others,Food & Allied,Others,Y,Public Limited Company,527,Kamrul  Abedin FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111091772AS585330,VFS THREAD DYEING LIMITED,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111090970AS441627,AMAN FEED LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,970,Mohammad  Showket Akber FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110310915AS865518,GEMINI SEA FOOD LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,915,Abdulla Al Mahmud FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111040392AS228776,SHAHJIBAZAR POWER COMPANY LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111070779AS678688,CONFIDENCE CEMENT LIMITED,Cements,Cements,Cements,Y,Public Limited Company,779,Sarwar  Uddin FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111140196AS130500,AMBEE PHARMACEUTICALS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,11/14/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111091046AS825952,ALIF INDUSTRIES LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,11/8/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110271046AS943045,SAIF POWERTEC LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2109210199AS970338,SONALI PAPER & BOARD MILLS LIMITED,Paper,Other Manufacturing,Paper,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,9/16/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111080151AS924653,SIMTEX INDUSTRIES LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111080151AS757351,QUEEN SOUTH TEXTILE MILLS LTD.,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111110199AS482463,STANDARD CERAMIEC INDUSTRIES LIMITED,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/3/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111041772AS581290,MONNO CERAMIC INDUSTRIES LIMITED,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111181244AS124188,SONALI AANSH INDUSTRIES LIMITED,Jute Fashion Items,Jute,Jute Fashion Items,Y,Public Limited Company,1244,Muhammad Shajedul Hoque Talukder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/16/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111220535AS207614,WATA CHEMICALS LIMITED,Inorganic Chemicals,Chemical,Inorganic Chemicals,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/20/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111020240AS839035,R. N. SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111070240AS727539,RAHIMA FOOD CORPORATION LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,11/6/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111020165AS740107,PRIME TEXTILE SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,11/1/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111040845AS548401,ACI FORMULATIONS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,845,Kazi Md. Mahboob Kasem FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111040845AS643373,ADVANCED CHEMICAL INDUSTRIES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,845,Kazi Md. Mahboob Kasem FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111090247AS761795,PHARMA AIDS LIMITED,Glass,Glass & Ceramics,Glass,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,11/9/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111100448AS501787,MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,448,Kazi Mostafa Alam FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111150268AS478954,ADVENT PHARMA LTD.,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,268,AFM  Alamgir FCA,F-0025,ARTISAN,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111030151AS790547,SHASHA DENIMS LIMITED,Denims,Textiles,Denims,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111040165AS213142,AMAN COTTON FIBROUS LTD.,Spinning,Textiles,Spinning,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111070478AS643886,GLOBAL HEAVY CHEMICALS LIMITED,Others,Chemical,Others,Y,Public Limited Company,478,M Zabed Ali Mridha FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111110595AS190530,ACTIVE FINE CHEMICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,595,Md Shafiqul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,10/30/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993"
2111180105AS324679,RATANPUR STEEL RE-ROLLING MILLS LTD.,Others,Metal Industries,Others,Y,Public Limited Company,105,Howlader Mahfel Huq FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,11/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111020240AS700093,FAR CHEMICAL INDUSTRIES LIMITED,Others,Chemical,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111060625AS565275,ARAMIT CEMENT LIMITED,Cements,Cements,Cements,Y,Public Limited Company,625,Sampad Kumar Basak FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111161729AS837287,BANGLADESH MONOSPOOL PAPER MANUFACTURING COMPANY LTD.,Paper,Other Manufacturing,Paper,Y,Public Limited Company,1729,Mohan Adhikari FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,11/13/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110310527AS198337,APEX FOOTWEAR LIMITED,Footwear,Tannery,Footwear,Y,Public Limited Company,527,Kamrul  Abedin FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,9/29/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111071530AS817185,GENERATION NEXT FASHIONS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1530,Sultan  Moheuddin FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111100392AS562370,ZAHEEN SPINNING LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,11/3/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111030392AS190777,ZEAL BANGLA SUGAR MILLS LIMITED,Sugar,Food & Allied,Sugar,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/19/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111030268AS114749,YUSUF FLOUR MILLS LTD.,Others,Food & Allied,Others,Y,Public Limited Company,268,AFM  Alamgir FCA,F-0025,ARTISAN,Audit,Statutory Audit,11/3/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111081772AS238054,MONNO AGRO & GENERAL MACHINERY LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111240596AS210146,SALVO CHEMICAL INDUSTRY LIMITED,Inorganic Chemicals,Chemical,Inorganic Chemicals,Y,Public Limited Company,596,Md Iqbal Hossain FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,11/10/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111021885AS812352,SAIHAM COTTON MILLS LTD.,Spinning,Textiles,Spinning,Y,Public Limited Company,1885,Md. Tanjilur Rahman FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111071204AS262793,H.R. TEXTILE MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111080478AS289793,HWA WELL TEXTILES (BD) LIMITED ,Knitting,Textiles,Knitting,Y,Public Limited Company,478,M Zabed Ali Mridha FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110310471AS218296,KOHINOOR CHEMICAL COMPANY (BANGLADESH) LIMITED ,Cosmetics,Chemical,Cosmetics,Y,Public Limited Company,471,Md Enamul Haque Choudhury FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,10/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111071772AS513741,CENTRAL PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,11/4/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2111110760AS672745,ATLAS BANGLADESH LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,760,Ghulum Murshed Latiful Quader FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,11/10/2021,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993"
2110260564AS621128,SHINEPUKUR CERAMICS LIMITED,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,564,Mahmood Hasan FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110260461AS287864,NATIONAL POLYMER INDUSTRIES LIMITED,Polymers,Chemical,Polymers,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110121522AS256800,ANWAR GALVANIZING LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,1522,Md. Abdus Satter Sarkar FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/9/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110261032AS325956,BANGLADESH BUILDING SYSTEMS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,6/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110260461AS582968,DRAGON SWEATER AND SPINNING LTD.,Garments,Textiles,Garments,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/24/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110260247AS420761,NAHEE ALUMINUM COMPOSITE PANEL LTD.,Aluminium,Metal Industries,Aluminium,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/17/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110260509AO200355,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED ,Others,Other Manufacturing,Others,Y,Public Limited Company,509,Ali Ashfaq FCA,F-0118,Rahman Rahman Huq,Audit,Other Audit,10/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110280247AS409982,MALEK SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110180521AS299967,MJL BANGLADESH LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,521,Muhammad  Farooq FCA,F-0058,Howladar Yunus & Co.,Audit,Statutory Audit,10/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110171046AS607912,FORTUNE SHOES LTD.,Footwear,Tannery,Footwear,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,10/11/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110190603AS752107,BANGLADESH LAMPS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,603,Md Shafiqul Alam FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110211522AS381256,ENVOY TEXTILES LIMITED,Denims,Textiles,Denims,Y,Public Limited Company,1522,Md. Abdus Satter Sarkar FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/11/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2110281090AS317411,APEX FOODS LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2109290950AS319665,SUMMIT POWER LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,950,Mohammad Motaleb Hossain FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,9/26/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994"
